Geneid	LdNA_IDs	blast_annotation
LDECv5g13705	LdNA_30832	"Protein tramtrack, alpha isoform; Drosophila melanogaster "
LDECv5g13706	LdNA_30831	Proteasome subunit beta type-7; Mus musculus 
LDECv5g13707	LdNA_30830	Protein O-mannosyltransferase 1; Drosophila melanogaster 
LDECv5g13708	LdNA_30829	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2; Pongo abelii 
LDECv5g13709	LdNA_30828	Death-inducer obliterator 1; Homo sapiens 
LDECv5g13710	LdNA_30827	-
LDECv5g13712	LdNA_30822	Cytochrome P450 4c3; Drosophila melanogaster 
LDECv5g13713	LdNA_30820	Probable cytochrome P450 4d14; Drosophila melanogaster 
LDECv5g13714	LdNA_30815	Cytochrome P450 4c3; Drosophila melanogaster 
LDECv5g13715	LdNA_30814	Uncharacterized protein K02A2.6; Caenorhabditis elegans 
LDECv5g13716	LdNA_30809	PDZ and LIM domain protein Zasp; Drosophila melanogaster 
LDECv5g13717	LdNA_30810	Cilia- and flagella-associated protein 99; Homo sapiens 
LDECv5g13718	LdNA_30807	Probable tubulin polyglutamylase TTLL2; Homo sapiens 
LDECv5g13719	LdNA_30805	Uncharacterized MFS-type transporter C09D4.1; Caenorhabditis elegans 
LDECv5g13720	LdNA_30803	Uncharacterized MFS-type transporter C09D4.1; Caenorhabditis elegans 
LDECv5g13721	LdNA_30802	Uncharacterized MFS-type transporter C09D4.1; Caenorhabditis elegans 
LDECv5g13722	LdNA_30798	Eukaryotic translation initiation factor 4 gamma 1; Homo sapiens 
LDECv5g13723	LdNA_30797	Protein LZIC; Xenopus tropicalis 
LDECv5g13724	LdNA_30795	Zinc finger MYND domain-containing protein 11; Homo sapiens 
LDECv5g13725	LdNA_30794	Large subunit GTPase 1 homolog; Drosophila melanogaster 
LDECv5g13726	LdNA_30793	26S proteasome non-ATPase regulatory subunit 7; Drosophila melanogaster 
LDECv5g13727	LdNA_30792	Akirin; Drosophila melanogaster 
LDECv5g13728	LdNA_30791	-
LDECv5g13729	LdNA_30790	Ankyrin-3; Homo sapiens 
LDECv5g13730	LdNA_30787	-
LDECv5g13731	LdNA_30785	Probable dimethyladenosine transferase; Drosophila melanogaster 
LDECv5g13733	LdNA_30783	Magnesium-dependent phosphatase 1; Homo sapiens 
LDECv5g13735	LdNA_30778	Nuclear pore complex protein NUP98A; Arabidopsis thaliana 
LDECv5g13736	LdNA_30776	Large ribosomal subunit protein uL4; Drosophila melanogaster 
LDECv5g13737	LdNA_30775	-
LDECv5g13738	LdNA_30774	Translocation protein SEC63 homolog; Mus musculus 
LDECv5g13739	LdNA_30773	DNA replication complex GINS protein SLD5; Homo sapiens 
LDECv5g13740	LdNA_30772	Isocitrate dehydrogenase [NADP] cytoplasmic; Rattus norvegicus 
LDECv5g13741	LdNA_30769	Cation-independent mannose-6-phosphate receptor; Homo sapiens 
LDECv5g13742	LdNA_30768	Mpv17-like protein; Xenopus laevis 
LDECv5g13743	LdNA_30767	RUS family member 1; Rattus norvegicus 
LDECv5g13744	LdNA_30764	-
LDECv5g13746	LdNA_30762	Integrin alpha-PS2; Drosophila melanogaster 
LDECv5g13747	LdNA_30758	"Beta-1,3-glucosyltransferase; Homo sapiens "
LDECv5g13748	LdNA_30756	RWD domain-containing protein 4; Homo sapiens 
LDECv5g13749	LdNA_30755	Probable DNA replication complex GINS protein PSF2; Drosophila melanogaster 
LDECv5g13750	LdNA_30754	Gametogenetin-binding protein 2-like; Drosophila melanogaster 
LDECv5g13751	LdNA_30753	Longitudinals lacking protein-like; Drosophila melanogaster 
LDECv5g13752	LdNA_30750	-
LDECv5g13753	LdNA_30749	Potassium voltage-gated channel protein eag; Drosophila melanogaster 
LDECv5g13754	LdNA_30746	Glutamyl aminopeptidase; Bos taurus 
LDECv5g13755	LdNA_30744	GATOR complex protein NPRL2; Bos taurus 
LDECv5g13756	LdNA_30743	Ribosomal protein S6 kinase beta-1; Homo sapiens 
LDECv5g13758	LdNA_30742	SPRY domain-containing SOCS box protein 3; Xenopus tropicalis 
LDECv5g13759	LdNA_30741	Trafficking kinesin-binding protein milt; Drosophila melanogaster 
LDECv5g13761	LdNA_30740	Transcription factor E2F4; Homo sapiens 
LDECv5g13762	LdNA_30737	Actin-related protein 2/3 complex subunit 5-like protein; Bos taurus 
LDECv5g13763	LdNA_30736	DnaJ homolog shv; Drosophila melanogaster 
LDECv5g13764	LdNA_30735	Glyoxalase domain-containing protein 4; Mus musculus 
LDECv5g13765	LdNA_30732	Paxillin; Gallus gallus 
LDECv5g13766	LdNA_30731	Ephexin-1; Rattus norvegicus 
LDECv5g13767	LdNA_30725	Sodium- and chloride-dependent GABA transporter ine; Drosophila melanogaster 
LDECv5g13770	LdNA_30723	Cuticle protein 6; Blaberus craniifer 
LDECv5g13771	LdNA_30718	-
LDECv5g13772	LdNA_30715	-
LDECv5g13773	LdNA_30714	PiggyBac transposable element-derived protein 4; Homo sapiens 
LDECv5g13774	LdNA_30706	Sodium-coupled monocarboxylate transporter 1; Homo sapiens 
LDECv5g13775	LdNA_30705	-
LDECv5g13776	LdNA_30700	Octopamine receptor beta-2R; Drosophila melanogaster 
LDECv5g13777	LdNA_16864	-
LDECv5g13778	LdNA_30683	Rab3 GTPase-activating protein non-catalytic subunit; Drosophila melanogaster 
LDECv5g13779	LdNA_30682	"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial; Pongo pygmaeus "
LDECv5g13780	LdNA_30681	Dihydropteridine reductase; Homo sapiens 
LDECv5g13782	LdNA_30677	Splicing factor 3B subunit 6; Mus musculus 
LDECv5g13783	LdNA_30675	Ribonuclease Oy; Crassostrea gigas 
LDECv5g13784	LdNA_30674	UBX domain-containing protein 1-A; Xenopus laevis 
LDECv5g13785	LdNA_30672	-
LDECv5g13786	LdNA_30665	-
LDECv5g13787	LdNA_30662	-
LDECv5g13789	LdNA_30650	UDP-glucosyltransferase 2; Dactylopius coccus 
LDECv5g13790	LdNA_30647	-
LDECv5g13792	LdNA_30646	Neuropeptide F receptor; Drosophila melanogaster 
LDECv5g13793	LdNA_30638	-
LDECv5g13794	LdNA_30636	-
LDECv5g13795	LdNA_30634	-
LDECv5g13796	LdNA_30633	-
LDECv5g13797	LdNA_30632	-
LDECv5g13798	LdNA_30629	-
LDECv5g13799	LdNA_30626	-
LDECv5g13800	LdNA_30624	Polygalacturonase; Phaedon cochleariae 
LDECv5g13801	LdNA_30623	Polygalacturonase; Phaedon cochleariae 
LDECv5g13802	LdNA_30617	-
LDECv5g13803	LdNA_30616	-
LDECv5g13805	LdNA_11390	-
LDECv5g13806	LdNA_30604	PiggyBac transposable element-derived protein 2; Homo sapiens 
LDECv5g13807	LdNA_30603	PiggyBac transposable element-derived protein 2; Homo sapiens 
LDECv5g13808	LdNA_30601	-
LDECv5g13809	LdNA_30598	-
LDECv5g13811	LdNA_30597	-
LDECv5g13812	LdNA_30596	-
LDECv5g13813	LdNA_30594	PiggyBac transposable element-derived protein 1; Homo sapiens 
LDECv5g13814	LdNA_30590	-
LDECv5g13819	LdNA_30585	-
LDECv5g13820	LdNA_30586	-
LDECv5g13821	LdNA_30582	-
LDECv5g13822	LdNA_30581	-
LDECv5g13823	LdNA_30580	-
LDECv5g13824	LdNA_30579	-
LDECv5g13825	LdNA_30568	-
LDECv5g13826	LdNA_30567	-
LDECv5g13827	LdNA_30566	-
LDECv5g13828	LdNA_30565	-
LDECv5g13829	LdNA_30564	-
LDECv5g13830	LdNA_30563	-
LDECv5g13831	LdNA_30560	-
LDECv5g13832	LdNA_30559	-
LDECv5g13833	LdNA_30558	-
LDECv5g13834	LdNA_30557	-
LDECv5g13835	LdNA_30555	-
LDECv5g13836	LdNA_30554	-
LDECv5g13837	LdNA_30553	-
LDECv5g13838	LdNA_30548	Putative aminopeptidase W07G4.4; Caenorhabditis elegans 
LDECv5g13839	LdNA_30546	-
LDECv5g13840	LdNA_30538	Isoaspartyl peptidase/L-asparaginase; Macaca fascicularis 
LDECv5g13841	LdNA_30531	-
LDECv5g13842	LdNA_30525	-
LDECv5g13845	LdNA_30518	Golgin subfamily A member 7B; Mus musculus 
LDECv5g13846	LdNA_30517	-
LDECv5g13847	LdNA_30515	-
LDECv5g13848	LdNA_30511	Ubiquitin-like-conjugating enzyme ATG10; Homo sapiens 
LDECv5g13849	LdNA_30508	-
LDECv5g13851	LdNA_30506	Sorting nexin-29; Bos taurus 
LDECv5g13852	LdNA_30505	-
LDECv5g13853	LdNA_30503	-
LDECv5g13855	LdNA_30490	-
LDECv5g13856	LdNA_30483	G2/mitotic-specific cyclin-B; Patella vulgata 
LDECv5g13859	LdNA_30478	Vigilin; Homo sapiens 
LDECv5g13860	LdNA_30474	DENN domain-containing protein 2B; Homo sapiens 
LDECv5g13861	LdNA_30470	REPTOR-binding partner; Drosophila melanogaster 
LDECv5g13862	LdNA_30465	Protein rhomboid; Drosophila melanogaster 
LDECv5g13865	LdNA_30456	-
LDECv5g13866	LdNA_30446	Kielin/chordin-like protein; Homo sapiens 
LDECv5g13868	LdNA_30443	Procathepsin L; Rattus norvegicus 
LDECv5g13870	LdNA_30062	DNA oxidative demethylase ALKBH2; Homo sapiens 
LDECv5g13871	LdNA_30065	THO complex subunit 6 homolog; Danio rerio 
LDECv5g13872	LdNA_30067	-
LDECv5g13873	LdNA_30071	X-box-binding protein 1; Bos taurus 
LDECv5g13875	LdNA_30072	Endoplasmic reticulum resident protein 44; Homo sapiens 
LDECv5g13876	LdNA_30073	Sphingomyelin phosphodiesterase; Bos taurus 
LDECv5g13877	LdNA_30074	-
LDECv5g13879	LdNA_30079	-
LDECv5g13880	LdNA_30084	PiggyBac transposable element-derived protein 4; Homo sapiens 
LDECv5g13883	LdNA_30091	-
LDECv5g13884	LdNA_26360	-
LDECv5g13886	LdNA_30118	E3 SUMO-protein ligase ZBED1; Homo sapiens 
LDECv5g13887	LdNA_30120	-
LDECv5g13889	LdNA_30125	-
LDECv5g13891	LdNA_30136	-
LDECv5g13894	LdNA_30144	-
LDECv5g13895	LdNA_30153	-
LDECv5g13897	LdNA_30156	-
LDECv5g13899	LdNA_30165	-
LDECv5g13901	LdNA_30173	SCAN domain-containing protein 3; Homo sapiens 
LDECv5g13903	LdNA_30201	U1 small nuclear ribonucleoprotein C; Anopheles darlingi 
LDECv5g13904	LdNA_30214	-
LDECv5g13906	LdNA_30219	-
LDECv5g13908	LdNA_30227	-
LDECv5g13910	LdNA_30244	-
LDECv5g13911	LdNA_30256	-
LDECv5g13913	LdNA_30270	PiggyBac transposable element-derived protein 4; Homo sapiens 
LDECv5g13915	LdNA_30278	-
LDECv5g13916	LdNA_30281	-
LDECv5g13918	LdNA_30283	-
LDECv5g13919	LdNA_30286	-
LDECv5g13921	LdNA_30300	-
LDECv5g13922	LdNA_30303	-
LDECv5g13929	LdNA_33010	General transcription factor II-I repeat domain-containing protein 2A; Homo sapiens 
LDECv5g13930	LdNA_30318	Facilitated trehalose transporter Tret1; Bombyx mori 
LDECv5g13933	LdNA_30324	Isoaspartyl peptidase/L-asparaginase; Macaca fascicularis 
LDECv5g13935	LdNA_30333	Transposable element P transposase; Drosophila melanogaster 
LDECv5g13938	LdNA_30336	Sterol O-acyltransferase 1; Mus musculus 
LDECv5g13939	LdNA_30337	Sterol O-acyltransferase 1; Cricetulus griseus 
LDECv5g13943	LdNA_30359	-
LDECv5g13944	LdNA_30363	"Putative ATP synthase subunit f, mitochondrial; Drosophila melanogaster "
LDECv5g13945	LdNA_30364	-
LDECv5g13946	LdNA_30366	Facilitated trehalose transporter Tret1; Bombyx mori 
LDECv5g13947	LdNA_30380	UDP-glucosyltransferase 2; Dactylopius coccus 
LDECv5g13948	LdNA_30383	5-hydroxytryptamine receptor; Heliothis virescens 
LDECv5g13949	LdNA_30386	-
LDECv5g13952	LdNA_22575	-
LDECv5g13953	LdNA_30390	RING finger protein nhl-1; Caenorhabditis elegans 
LDECv5g13956	LdNA_30395	BTB/POZ domain-containing protein 9; Mus musculus 
LDECv5g13957	LdNA_30397	Regulator of G-protein signaling 7; Mus musculus 
LDECv5g13958	LdNA_30398	-
LDECv5g13959	LdNA_30401	-
LDECv5g13960	LdNA_30402	27 kDa hemolymph protein; Galleria mellonella 
LDECv5g13962	LdNA_30405	Protocadherin-like wing polarity protein stan; Drosophila melanogaster 
LDECv5g13964	LdNA_30415	Coiled-coil domain-containing protein 142; Homo sapiens 
LDECv5g13965	LdNA_30421	Kelch domain-containing protein 10 homolog; Drosophila melanogaster 
LDECv5g13966	LdNA_30422	NADPH-dependent diflavin oxidoreductase 1; Danio rerio 
LDECv5g13967	LdNA_30423	-
LDECv5g13968	LdNA_30424	"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 1; Rattus norvegicus "
LDECv5g13969	LdNA_30427	"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial; Drosophila melanogaster "
LDECv5g13970	LdNA_30428	Equilibrative nucleoside transporter 1; Rattus norvegicus 
LDECv5g13971	LdNA_30431	Zinc finger and SCAN domain-containing protein 2; Homo sapiens 
LDECv5g13974	LdNA_31569	Fumarylacetoacetate hydrolase domain-containing protein 2A; Homo sapiens 
LDECv5g13975	LdNA_31571	Large ribosomal subunit protein bL35m; Drosophila melanogaster 
LDECv5g13976	LdNA_31572	MICOS complex subunit Mic60; Drosophila melanogaster 
LDECv5g13977	LdNA_31573	Protein IWS1 homolog; Rattus norvegicus 
LDECv5g13978	LdNA_31575	-
LDECv5g13979	LdNA_31576	-
LDECv5g13980	LdNA_31578	Knirps-related protein; Drosophila melanogaster 
LDECv5g13981	LdNA_31588	-
LDECv5g13982	LdNA_31589	Protein embryonic gonad; Drosophila melanogaster 
LDECv5g13983	LdNA_31590	U2 small nuclear ribonucleoprotein B''; Mus musculus 
LDECv5g13984	LdNA_31591	Ubiquitin-like protein 4A; Xenopus laevis 
LDECv5g13985	LdNA_31592	Oxysterol-binding protein-related protein 11; Homo sapiens 
LDECv5g13986	LdNA_31595	Frizzled-2; Drosophila melanogaster 
LDECv5g13987	LdNA_31598	Large ribosomal subunit protein P1; Drosophila melanogaster 
LDECv5g13988	LdNA_31602	Nucleosome assembly protein 1-like 4; Rattus norvegicus 
LDECv5g13989	LdNA_31603	Nucleosome assembly protein 1-like 4; Rattus norvegicus 
LDECv5g13990	LdNA_31604	-
LDECv5g13991	LdNA_31605	-
LDECv5g13992	LdNA_31608	-
LDECv5g13993	LdNA_31607	Probable small nuclear ribonucleoprotein E; Drosophila melanogaster 
LDECv5g13994	LdNA_31609	FAD-linked sulfhydryl oxidase ALR; Mus musculus 
LDECv5g13995	LdNA_31610	Small ribosomal subunit protein bS6m; Drosophila melanogaster 
LDECv5g13996	LdNA_31611	Large ribosomal subunit protein mL42; Homo sapiens 
LDECv5g13997	LdNA_31612	Huntingtin-interacting protein K; Mus musculus 
LDECv5g13998	LdNA_31613	Telomerase RNA component interacting RNase; Homo sapiens 
LDECv5g13999	LdNA_31614	Cytochrome c oxidase subunit 6B1; Pongo abelii 
LDECv5g14000	LdNA_31615	NAD-dependent protein deacetylase Sirt7; Drosophila melanogaster 
LDECv5g14001	LdNA_31616	Acyl-CoA-binding domain-containing protein 6; Mus musculus 
LDECv5g14002	LdNA_31617	Histone-arginine methyltransferase METTL23; Xenopus laevis 
LDECv5g14003	LdNA_31618	"ATPase inhibitor mai-2, mitochondrial; Caenorhabditis elegans "
LDECv5g14004	LdNA_31619	Triple functional domain protein; Danio rerio 
LDECv5g14005	LdNA_31623	Lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog; Rattus norvegicus 
LDECv5g14006	LdNA_31624	E3 ubiquitin-protein ligase RNF216; Mus musculus 
LDECv5g14007	LdNA_31626	Cyclic nucleotide-gated cation channel subunit A; Drosophila melanogaster 
LDECv5g14008	LdNA_31628	General transcription factor II-I repeat domain-containing protein 2B; Homo sapiens 
LDECv5g14010	LdNA_31629	-
LDECv5g14011	LdNA_31630	Tonsoku-like protein; Drosophila melanogaster 
LDECv5g14012	LdNA_31631	Zinc finger protein 235; Homo sapiens 
LDECv5g14013	LdNA_31632	Zinc finger protein 235; Homo sapiens 
LDECv5g14014	LdNA_31633	BUD13 homolog; Gallus gallus 
LDECv5g14015	LdNA_31634	Tubulin-specific chaperone E; Bos taurus 
LDECv5g14016	LdNA_31635	"Iron-sulfur cluster assembly 2 homolog, mitochondrial; Homo sapiens "
LDECv5g14017	LdNA_31636	-
LDECv5g14018	LdNA_31637	Ubiquitin-like protein 7; Bos taurus 
LDECv5g14019	LdNA_31638	"b(0,+)-type amino acid transporter 1; Homo sapiens "
LDECv5g14020	LdNA_31639	Procollagen galactosyltransferase 2; Mus musculus 
LDECv5g14021	LdNA_31640	Octopamine receptor beta-2R; Chilo suppressalis 
LDECv5g14022	LdNA_31648	-
LDECv5g14023	LdNA_31650	UDP-glucosyltransferase 2; Dactylopius coccus 
LDECv5g14024	LdNA_31651	UDP-glucosyltransferase 2; Dactylopius coccus 
LDECv5g14025	LdNA_31652	"Cytochrome c1, heme protein, mitochondrial; Bos taurus "
LDECv5g14026	LdNA_31656	Coiled-coil domain-containing protein 113; Homo sapiens 
LDECv5g14027	LdNA_31657	Homeotic protein empty spiracles; Drosophila melanogaster 
LDECv5g14028	LdNA_31668	Pyridoxal phosphate homeostasis protein; Homo sapiens 
LDECv5g14029	LdNA_31670	Myosin regulatory light chain 2; Bombyx mori 
LDECv5g14030	LdNA_31671	Cell surface superoxide dismutase [Cu-Zn] 4; Candida albicans (strain SC5314 / ATCC MYA-2876) 
LDECv5g14031	LdNA_31672	DNA-directed RNA polymerase II subunit RPB2; Drosophila melanogaster 
LDECv5g14032	LdNA_31673	Vacuolar protein sorting-associated protein 51 homolog; Drosophila melanogaster 
LDECv5g14033	LdNA_31674	-
LDECv5g14034	LdNA_31675	Leukocyte surface antigen CD53; Bos taurus 
LDECv5g14039	LdNA_31676	CD63 antigen; Homo sapiens 
LDECv5g14040	LdNA_31677	CD63 antigen; Mus musculus 
LDECv5g14041	LdNA_31678	CD63 antigen; Rattus norvegicus 
LDECv5g14042	LdNA_31679	Nitric oxide synthase; Anopheles stephensi 
LDECv5g14043	LdNA_31681	-
LDECv5g14044	LdNA_31682	Protein fem-1 homolog C; Danio rerio 
LDECv5g14045	LdNA_31683	"Protein Skeletor, isoforms B/C; Drosophila melanogaster "
LDECv5g14046	LdNA_31684	Fibronectin type 3 and ankyrin repeat domains 1 protein; Mus musculus 
LDECv5g14047	LdNA_31685	DDB1- and CUL4-associated factor 11; Rattus norvegicus 
LDECv5g14048	LdNA_31686	Band 4.1-like protein 4A; Mus musculus 
LDECv5g14049	LdNA_31687	Probable G-protein coupled receptor Mth-like 1; Drosophila melanogaster 
LDECv5g14051	LdNA_31689	Zinc finger protein 268; Homo sapiens 
LDECv5g14052	LdNA_31690	Disintegrin and metalloproteinase domain-containing protein adm-2; Caenorhabditis elegans 
LDECv5g14053	LdNA_31693	Cilia- and flagella-associated protein 206; Rattus norvegicus 
LDECv5g14054	LdNA_31694	Upstream activation factor subunit spp27; Schizosaccharomyces pombe (strain 972 / ATCC 24843) 
LDECv5g14055	LdNA_31695	Ubiquinol-cytochrome-c reductase complex assembly factor 2; Rattus norvegicus 
LDECv5g14056	LdNA_31696	Cell division cycle protein 20 homolog; Mus musculus 
LDECv5g14057	LdNA_31697	Vacuolar-sorting protein SNF8; Homo sapiens 
LDECv5g14058	LdNA_31707	Mushroom body large-type Kenyon cell-specific protein 1; Apis mellifera 
LDECv5g14059	LdNA_31708	-
LDECv5g14060	LdNA_31710	RCC1 domain-containing protein 1; Macaca fascicularis 
LDECv5g14062	LdNA_31711	-
LDECv5g14063	LdNA_31712	Luciferin sulfotransferase; Photinus pyralis 
LDECv5g14064	LdNA_31713	Luciferin sulfotransferase; Photinus pyralis 
LDECv5g14065	LdNA_31714	Rab5 GDP/GTP exchange factor; Homo sapiens 
LDECv5g14066	LdNA_31718	DDB1- and CUL4-associated factor 10 homolog; Drosophila melanogaster 
LDECv5g14067	LdNA_31719	E3 ubiquitin-protein ligase MARCHF3; Xenopus laevis 
LDECv5g14068	LdNA_31720	E3 ubiquitin-protein ligase rififylin; Rattus norvegicus 
LDECv5g14069	LdNA_31721	Probable cytosolic Fe-S cluster assembly factor GK14772; Drosophila willistoni 
LDECv5g14070	LdNA_31722	Serine-protein kinase ATM; Sus scrofa 
LDECv5g14071	LdNA_31723	Dynein axonemal light chain 4; Sus scrofa 
LDECv5g14072	LdNA_31724	ARF GTPase-activating protein Git; Drosophila melanogaster 
LDECv5g14073	LdNA_31725	Cytoplasmic tRNA 2-thiolation protein 1; Drosophila mojavensis 
LDECv5g14074	LdNA_31726	Mitochondrial E3 ubiquitin protein ligase 1; Drosophila melanogaster 
LDECv5g14075	LdNA_31727	Transmembrane protein 59-like; Bos taurus 
LDECv5g14076	LdNA_31728	Proteasome adapter and scaffold protein ECM29; Homo sapiens 
LDECv5g14077	LdNA_31729	Zinc finger matrin-type protein 2; Mus musculus 
LDECv5g14078	LdNA_31730	ZZ-type zinc finger-containing protein 3; Mus musculus 
LDECv5g14079	LdNA_31731	"Type 2 phosphatidylinositol 4,5-bisphosphate 4-phosphatase; Bos taurus "
LDECv5g14080	LdNA_31732	Protein LSM14 homolog B-A; Xenopus laevis 
LDECv5g14081	LdNA_31733	Lysosomal alpha-glucosidase; Rattus norvegicus 
LDECv5g14082	LdNA_31734	Solute carrier family 66 member 3; Mus musculus 
LDECv5g14083	LdNA_31735	Tektin-3; Bos taurus 
LDECv5g14084	LdNA_31736	Zinc finger protein 436; Mus musculus 
LDECv5g14085	LdNA_31737	Actin-related protein 6; Mus musculus 
LDECv5g14086	LdNA_31738	Trimethylguanosine synthase; Mus musculus 
LDECv5g14087	LdNA_31740	Protein yellow; Drosophila erecta 
LDECv5g14088	LdNA_31741	Outer dense fiber protein 2; Homo sapiens 
LDECv5g14089	LdNA_31742	Calpain-C; Drosophila melanogaster 
LDECv5g14090	LdNA_31743	Probable cytochrome P450 49a1; Drosophila melanogaster 
LDECv5g14091	LdNA_31744	Chromatin remodeling regulator CECR2; Homo sapiens 
LDECv5g14092	LdNA_31745	Negative elongation factor B; Drosophila melanogaster 
LDECv5g14093	LdNA_31746	Exopolyphosphatase PRUNE1; Bos taurus 
LDECv5g14094	LdNA_31747	Chromobox protein homolog 5; Mus musculus 
LDECv5g14095	LdNA_31748	Mitochondrial DNA helicase; Drosophila melanogaster 
LDECv5g14096	LdNA_31749	Phosphatidylserine lipase ABHD16A; Rattus norvegicus 
LDECv5g14097	LdNA_31750	Mitochondrial outer membrane protein SLC25A46; Mus musculus 
LDECv5g14098	LdNA_31751	MAPK regulated corepressor interacting protein 2; Bos taurus 
LDECv5g14099	LdNA_31753	GPI mannosyltransferase 2; Drosophila pseudoobscura pseudoobscura 
LDECv5g14100	LdNA_31754	Myocardin-related transcription factor B; Homo sapiens 
LDECv5g14101	LdNA_31757	3-phosphoinositide-dependent protein kinase 1; Mus musculus 
LDECv5g14102	LdNA_31758	GTP-binding protein Rhes; Homo sapiens 
LDECv5g14103	LdNA_31761	BAI1-associated protein 3; Homo sapiens 
LDECv5g14104	LdNA_31762	-
LDECv5g14105	LdNA_31763	EKC/KEOPS complex subunit TP53RK; Homo sapiens 
LDECv5g14106	LdNA_31764	Ubiquitin carboxyl-terminal hydrolase 36; Drosophila ananassae 
LDECv5g14107	LdNA_31765	Cathepsin L-like proteinase; Phaedon cochleariae 
LDECv5g14108	LdNA_31766	Cathepsin L-like proteinase; Phaedon cochleariae 
LDECv5g14109	LdNA_31768	Cathepsin L-like proteinase; Phaedon cochleariae 
LDECv5g14110	LdNA_31770	Cathepsin L-like proteinase; Phaedon cochleariae 
LDECv5g14111	LdNA_31774	Cathepsin L-like proteinase; Phaedon cochleariae 
LDECv5g14113	LdNA_31773	-
LDECv5g14115	LdNA_31776	Inactive pancreatic lipase-related protein 1; Homo sapiens 
LDECv5g14116	LdNA_31778	-
LDECv5g14117	LdNA_31783	E3 ubiquitin-protein ligase SINAT2; Arabidopsis thaliana 
LDECv5g14119	LdNA_31787	Octopamine receptor; Heliothis virescens 
LDECv5g14121	LdNA_31788	"ATP-dependent RNA helicase SUV3 homolog, mitochondrial; Drosophila melanogaster "
LDECv5g14122	LdNA_31789	Epsilon-sarcoglycan; Mus musculus 
LDECv5g14123	LdNA_31790	Kinase D-interacting substrate of 220 kDa B; Danio rerio 
LDECv5g14124	LdNA_31791	Uncharacterized MFS-type transporter C09D4.1; Caenorhabditis elegans 
LDECv5g14125	LdNA_31792	T-box transcription factor TBX6; Homo sapiens 
LDECv5g14126	LdNA_31793	Importin-13; Homo sapiens 
LDECv5g14127	LdNA_31795	Pre-mRNA-splicing factor ISY1 homolog; Homo sapiens 
LDECv5g14128	LdNA_31796	Nitric oxide-associated protein 1; Bos taurus 
LDECv5g14129	LdNA_31797	Eukaryotic translation initiation factor 3 subunit G; Aedes aegypti 
LDECv5g14130	LdNA_31798	GTP-binding protein REM 1; Mus musculus 
LDECv5g14131	LdNA_31799	"Serine protease HTRA2, mitochondrial; Drosophila pseudoobscura pseudoobscura "
LDECv5g14132	LdNA_31800	-
LDECv5g14133	LdNA_31802	Dynein axonemal heavy chain 5; Mus musculus 
LDECv5g14135	LdNA_31803	-
LDECv5g14136	LdNA_31804	Dynein axonemal heavy chain 5; Homo sapiens 
LDECv5g14137	LdNA_31806	Peptidoglycan-recognition protein LF; Drosophila melanogaster 
LDECv5g14138	LdNA_31807	-
LDECv5g14139	LdNA_31808	-
LDECv5g14140	LdNA_31809	-
LDECv5g14141	LdNA_31810	-
LDECv5g14142	LdNA_31811	-
LDECv5g14143	LdNA_31812	-
LDECv5g14144	LdNA_31813	Retinaldehyde-binding protein 1; Gallus gallus 
LDECv5g14145	LdNA_31814	Cytosolic non-specific dipeptidase; Bos taurus 
LDECv5g14146	LdNA_31815	CCAAT/enhancer-binding protein zeta; Homo sapiens 
LDECv5g14147	LdNA_31816	Thioredoxin-related transmembrane protein 1; Homo sapiens 
LDECv5g14148	LdNA_31817	Palmitoyltransferase ZDHHC3; Rattus norvegicus 
LDECv5g14149	LdNA_31818	Transmembrane protein 208; Mus musculus 
LDECv5g14150	LdNA_31819	Mediator of RNA polymerase II transcription subunit 29; Bombyx mori 
LDECv5g14151	LdNA_31820	V-type proton ATPase subunit E; Manduca sexta 
LDECv5g14153	LdNA_31821	-
LDECv5g14154	LdNA_31822	-
LDECv5g14156	LdNA_31823	-
LDECv5g14157	LdNA_31825	Pre-mRNA-splicing factor ISY1 homolog; Homo sapiens 
LDECv5g14159	LdNA_31826	18S rRNA aminocarboxypropyltransferase; Homo sapiens 
LDECv5g14160	LdNA_31827	Mediator of RNA polymerase II transcription subunit 23; Aedes aegypti 
LDECv5g14161	LdNA_31828	Importin-7; Homo sapiens 
LDECv5g14163	LdNA_31831	-
LDECv5g14164	LdNA_31832	Folliculin; Rattus norvegicus 
LDECv5g14165	LdNA_31833	p21-activated protein kinase-interacting protein 1-like; Xenopus laevis 
LDECv5g14166	LdNA_31834	Small ribosomal subunit protein mS35; Bos taurus 
LDECv5g14167	LdNA_31836	Kinesin-like protein KIF18A; Homo sapiens 
LDECv5g14168	LdNA_31837	DNA-3-methyladenine glycosylase; Mus musculus 
LDECv5g14169	LdNA_31838	Large ribosomal subunit protein eL18; Timarcha balearica 
LDECv5g14171	LdNA_31840	"Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial; Culex quinquefasciatus "
LDECv5g14172	LdNA_31841	"Serine protease HTRA2, mitochondrial; Drosophila willistoni "
LDECv5g14173	LdNA_31842	Pre-rRNA-processing protein TSR2 homolog; Danio rerio 
