Ldecemlineata	Tcastaneum
LDECv5g04659	TC015839
LDECv5g04660	TC015415
LDECv5g04661	TC015071
LDECv5g04663	TC015634
LDECv5g04668	TC033425
LDECv5g04669	TC015859
LDECv5g04671	TC014856
LDECv5g04675	TC015490
LDECv5g04676	TC015420
LDECv5g04677	TC015670
LDECv5g04678	TC015024
LDECv5g04679	TC015669
LDECv5g04682	TC015652
LDECv5g04683	TC014886
LDECv5g04684	TC015406
LDECv5g04686	TC015324
LDECv5g04687	TC014860
LDECv5g04688	TC015856
LDECv5g04690	TC014861
LDECv5g04691	TC014893
LDECv5g04692	TC014964
LDECv5g04693	TC015733
LDECv5g04694	TC015855
LDECv5g04695	TC014863
LDECv5g04698	TC015359
LDECv5g04699	TC015540
LDECv5g04700	TC015169
LDECv5g04701	TC015369
LDECv5g04703	TC015033
LDECv5g04704	TC015538
LDECv5g04705	TC011607
LDECv5g04706	TC015539
LDECv5g04710	TC015648
LDECv5g04711	TC015057
LDECv5g04712	TC015096
LDECv5g04713	TC015095
LDECv5g04715	TC033801
LDECv5g04717	TC014966
LDECv5g04718	TC015687
LDECv5g04720	TC015732
LDECv5g04722	TC030575
LDECv5g04723	TC015749
LDECv5g04724	TC015141
LDECv5g04725	TC030775
LDECv5g04729	TC015453
LDECv5g04731	TC000164
LDECv5g04732	TC033321
LDECv5g04733	TC013201
LDECv5g04734	TC015134
LDECv5g04735	TC015728
LDECv5g04736	TC015066
LDECv5g04737	TC015640
LDECv5g04738	TC006108
LDECv5g04739	TC006109
LDECv5g04740	TC034737
LDECv5g04741	TC015621
LDECv5g04742	TC010137
LDECv5g04743	TC015810
LDECv5g04744	TC014905
LDECv5g04748	TC033117
LDECv5g04749	TC013016
LDECv5g04756	TC033149
LDECv5g04758	TC014606
LDECv5g04759	TC014607
LDECv5g04760	TC033199
LDECv5g04761	TC013206
LDECv5g04763	TC013073
LDECv5g04764	TC033250
LDECv5g04766	TC033253
LDECv5g04767	TC014749
LDECv5g04768	TC033254
LDECv5g04770	TC012891
LDECv5g04772	TC012892
LDECv5g04773	TC012894
LDECv5g04774	TC013041
LDECv5g04775	TC013042
LDECv5g04776	TC014762
LDECv5g04777	TC031160
LDECv5g04778	TC014761
LDECv5g04779	TC013143
LDECv5g04780	TC012054
LDECv5g04781	TC014753
LDECv5g04782	TC033221
LDECv5g04783	TC014673
LDECv5g04784	TC014474
LDECv5g04786	TC013341
LDECv5g04788	TC014479
LDECv5g04789	TC010945
LDECv5g04790	TC014015
LDECv5g04791	TC013202
LDECv5g04792	TC013907
LDECv5g04793	TC014471
LDECv5g04794	TC032990
LDECv5g04795	TC014347
LDECv5g04797	TC014251
LDECv5g04799	TC013532
LDECv5g04800	TC014250
LDECv5g04804	TC014470
LDECv5g04805	TC013668
LDECv5g04806	TC014328
LDECv5g04829	TC014131
LDECv5g04830	TC014133
LDECv5g04834	TC014134
LDECv5g04836	TC013670
LDECv5g04838	TC013669
LDECv5g04839	TC014137
LDECv5g04840	TC014564
LDECv5g04842	TC001418
LDECv5g04844	TC014370
LDECv5g04845	TC013423
LDECv5g04846	TC013425
LDECv5g04847	TC014367
LDECv5g04849	TC033076
LDECv5g04851	TC014731
LDECv5g04854	TC033037
LDECv5g04855	TC013982
LDECv5g04857	TC013979
LDECv5g04861	TC014601
LDECv5g04866	TC014598
LDECv5g04867	TC014596
LDECv5g04870	TC014396
LDECv5g04871	TC013405
LDECv5g04872	TC013995
LDECv5g04873	TC003522
LDECv5g04874	TC013996
LDECv5g04875	TC033247
LDECv5g04876	TC013079
LDECv5g04877	TC013080
LDECv5g04879	TC030049
LDECv5g04880	TC013082
LDECv5g04881	TC014733
LDECv5g04882	TC010420
LDECv5g04883	TC013083
LDECv5g04885	TC013677
LDECv5g04886	TC030756
LDECv5g04887	TC014481
LDECv5g04889	TC013336
LDECv5g04890	TC014106
LDECv5g04891	TC013408
LDECv5g04892	TC015077
LDECv5g04903	TC033102
LDECv5g04904	TC010407
LDECv5g04906	TC010405
LDECv5g04909	TC013311
LDECv5g04911	TC000768
LDECv5g04912	TC013310
LDECv5g04913	TC013309
LDECv5g04914	TC013838
LDECv5g04915	TC013971
LDECv5g04921	TC013839
LDECv5g04922	TC008948
LDECv5g04923	TC013840
LDECv5g04926	TC013958
LDECv5g04928	TC033027
LDECv5g04933	TC013857
LDECv5g04934	TC013858
LDECv5g04935	TC030468
LDECv5g04938	TC013835
LDECv5g04939	TC013975
LDECv5g04940	TC013837
LDECv5g04941	TC013974
LDECv5g04944	TC014560
LDECv5g04945	TC014562
LDECv5g04946	TC014563
LDECv5g04947	TC014680
LDECv5g04949	TC013308
LDECv5g04952	TC014757
LDECv5g04953	TC013053
LDECv5g04954	TC013055
LDECv5g04955	TC013891
LDECv5g04956	TC013890
LDECv5g04957	TC013912
LDECv5g04958	TC013911
LDECv5g04960	TC013807
LDECv5g04962	TC013993
LDECv5g04963	TC013808
LDECv5g04964	TC013810
LDECv5g04965	TC015951
LDECv5g04968	TC013812
LDECv5g04969	TC013813
LDECv5g04970	TC005941
LDECv5g04971	TC013814
LDECv5g04973	TC013815
LDECv5g04974	TC015827
LDECv5g04975	TC015826
LDECv5g04976	TC014894
LDECv5g04978	TC033459
LDECv5g04979	TC014167
LDECv5g04980	TC014895
LDECv5g04981	TC004528
LDECv5g04982	TC015094
LDECv5g04983	TC015605
LDECv5g04984	TC006129
LDECv5g04985	TC003565
LDECv5g04986	TC015575
LDECv5g04987	TC030904
LDECv5g04988	TC009858
LDECv5g04989	TC032457
LDECv5g05004	TC015854
LDECv5g05005	TC033432
LDECv5g05007	TC015316
LDECv5g05010	TC015614
LDECv5g05011	TC015091
LDECv5g05012	TC004239
LDECv5g05013	TC015132
LDECv5g05014	TC006025
LDECv5g05015	TC015120
LDECv5g05019	TC015310
LDECv5g05022	TC004619
LDECv5g05025	TC015508
LDECv5g05027	TC004316
LDECv5g05029	TC015217
LDECv5g05031	TC015491
LDECv5g05032	TC015213
LDECv5g05033	TC015492
LDECv5g05034	TC015494
LDECv5g05036	TC033312
LDECv5g05037	TC015079
LDECv5g05039	TC015054
LDECv5g05040	TC015626
LDECv5g05041	TC015052
LDECv5g05042	TC006107
LDECv5g05043	TC033415
LDECv5g05045	TC034741
LDECv5g05046	TC015691
LDECv5g05048	TC015689
LDECv5g05050	TC014996
LDECv5g05051	TC015688
LDECv5g05053	TC032578
LDECv5g05054	TC014998
LDECv5g05055	TC015215
LDECv5g05056	TC015441
LDECv5g05057	TC015216
LDECv5g05058	TC015421
LDECv5g05059	TC033299
LDECv5g05060	TC006056
LDECv5g05063	TC005783
LDECv5g05064	TC015667
LDECv5g05065	TC015026
LDECv5g05067	TC014882
LDECv5g05072	TC006097
LDECv5g05081	TC006105
LDECv5g05082	TC006019
LDECv5g05084	TC006104
LDECv5g05087	TC030749
LDECv5g05088	TC034740
LDECv5g05089	TC015452
LDECv5g05090	TC006106
LDECv5g05093	TC006024
LDECv5g05094	TC006023
LDECv5g05095	TC016011
LDECv5g05097	TC005288
LDECv5g05099	TC015268
LDECv5g05100	TC014961
LDECv5g05101	TC005276
LDECv5g05106	TC033063
LDECv5g05107	TC015530
LDECv5g05109	TC015192
LDECv5g05110	TC030896
LDECv5g05111	TC031270
LDECv5g05112	TC006132
LDECv5g05113	TC006020
LDECv5g05114	TC015731
LDECv5g05115	TC013489
LDECv5g05117	TC013231
LDECv5g05119	TC013005
LDECv5g05120	TC030104
LDECv5g05121	TC014398
LDECv5g05122	TC013466
LDECv5g05123	TC011798
LDECv5g05124	TC013464
LDECv5g05126	TC013465
LDECv5g05127	TC014329
LDECv5g05128	TC014093
LDECv5g05134	TC000976
LDECv5g05135	TC013424
LDECv5g05136	TC014759
LDECv5g05137	TC013984
LDECv5g05138	TC013831
LDECv5g05139	TC033038
LDECv5g05140	TC013832
LDECv5g05143	TC014760
LDECv5g05144	TC014676
LDECv5g05147	TC013377
LDECv5g05148	TC010418
LDECv5g05149	TC010447
LDECv5g05150	TC010419
LDECv5g05151	TC010446
LDECv5g05152	TC010424
LDECv5g05153	TC014056
LDECv5g05154	TC013742
LDECv5g05157	TC007982
LDECv5g05158	TC007521
LDECv5g05160	TC007156
LDECv5g05161	TC007671
LDECv5g05162	TC007981
LDECv5g05163	TC032882
LDECv5g05164	TC007808
LDECv5g05165	TC007684
LDECv5g05166	TC007707
LDECv5g05167	TC007708
LDECv5g05168	TC007709
LDECv5g05169	TC032789
LDECv5g05170	TC007530
LDECv5g05171	TC007973
LDECv5g05174	TC007443
LDECv5g05176	TC008030
LDECv5g05177	TC007465
LDECv5g05178	TC008029
LDECv5g05180	TC014243
LDECv5g05181	TC004992
LDECv5g05183	TC010388
LDECv5g05184	TC008015
LDECv5g05186	TC007704
LDECv5g05188	TC007825
LDECv5g05189	TC007213
LDECv5g05191	TC007112
LDECv5g05194	TC007128
LDECv5g05195	TC007074
LDECv5g05196	TC008016
LDECv5g05198	TC007733
LDECv5g05199	TC007767
LDECv5g05201	TC001636
LDECv5g05202	TC007053
LDECv5g05205	TC008448
LDECv5g05206	TC007920
LDECv5g05207	TC007893
LDECv5g05211	TC007167
LDECv5g05212	TC008302
LDECv5g05213	TC007515
LDECv5g05214	TC007894
LDECv5g05216	TC008033
LDECv5g05217	TC007674
LDECv5g05218	TC007528
LDECv5g05220	TC004592
LDECv5g05222	TC007979
LDECv5g05224	TC008441
LDECv5g05225	TC007523
LDECv5g05226	TC032831
LDECv5g05229	TC032771
LDECv5g05231	TC030541
LDECv5g05232	TC008173
LDECv5g05233	TC007937
LDECv5g05234	TC007124
LDECv5g05235	TC008354
LDECv5g05236	TC008353
LDECv5g05237	TC007283
LDECv5g05290	TC007200
LDECv5g05291	TC008443
LDECv5g05292	TC007202
LDECv5g05294	TC008270
LDECv5g05295	TC008268
LDECv5g05297	TC007203
LDECv5g05298	TC007170
LDECv5g05299	TC007047
LDECv5g05302	TC008024
LDECv5g05303	TC007406
LDECv5g05307	TC007233
LDECv5g05308	TC007747
LDECv5g05309	TC007882
LDECv5g05315	TC007620
LDECv5g05318	TC007700
LDECv5g05319	TC030640
LDECv5g05320	TC032726
LDECv5g05322	TC008189
LDECv5g05325	TC007735
LDECv5g05329	TC008429
LDECv5g05331	TC032938
LDECv5g05332	TC007212
LDECv5g05333	TC008262
LDECv5g05334	TC007190
LDECv5g05335	TC008369
LDECv5g05336	TC004599
LDECv5g05340	TC007984
LDECv5g05341	TC007985
LDECv5g05342	TC007517
LDECv5g05346	TC030552
LDECv5g05348	TC007516
LDECv5g05350	TC003718
LDECv5g05351	TC008147
LDECv5g05352	TC008473
LDECv5g05354	TC008472
LDECv5g05356	TC004722
LDECv5g05357	TC008223
LDECv5g05360	TC032855
LDECv5g05363	TC007766
LDECv5g05364	TC007006
LDECv5g05365	TC008519
LDECv5g05369	TC007010
LDECv5g05370	TC007009
LDECv5g05376	TC007971
LDECv5g05377	TC008220
LDECv5g05379	TC007247
LDECv5g05380	TC008294
LDECv5g05381	TC007702
LDECv5g05382	TC007791
LDECv5g05383	TC007589
LDECv5g05384	TC007919
LDECv5g05386	TC030745
LDECv5g05390	TC007467
LDECv5g05391	TC008028
LDECv5g05393	TC032932
LDECv5g05394	TC007061
LDECv5g05396	TC011868
LDECv5g05398	TC004625
LDECv5g05400	TC008128
LDECv5g05402	TC008129
LDECv5g05403	TC007375
LDECv5g05404	TC007376
LDECv5g05407	TC008232
LDECv5g05408	TC008231
LDECv5g05418	TC005391
LDECv5g05419	TC005392
LDECv5g05420	TC007439
LDECv5g05421	TC008507
LDECv5g05423	TC007015
LDECv5g05424	TC033737
LDECv5g05425	TC007014
LDECv5g05426	TC008511
LDECv5g05427	TC007929
LDECv5g05429	TC008349
LDECv5g05437	TC034655
LDECv5g05438	TC007350
LDECv5g05439	TC006901
LDECv5g05440	TC007194
LDECv5g05449	TC032873
LDECv5g05458	TC007744
LDECv5g05459	TC007177
LDECv5g05461	TC007178
LDECv5g05462	TC032879
LDECv5g05464	TC007710
LDECv5g05466	TC007761
LDECv5g05473	TC007211
LDECv5g05474	TC005557
LDECv5g05475	TC007210
LDECv5g05476	TC006554
LDECv5g05477	TC032811
LDECv5g05480	TC008127
LDECv5g05481	TC008126
LDECv5g05487	TC032881
LDECv5g05488	TC032818
LDECv5g05489	TC032817
LDECv5g05492	TC007381
LDECv5g05493	TC007382
LDECv5g05494	TC008103
LDECv5g05495	TC007447
LDECv5g05501	TC032933
LDECv5g05513	TC008406
LDECv5g05514	TC034645
LDECv5g05515	TC007682
LDECv5g05516	TC007126
LDECv5g05517	TC007204
LDECv5g05523	TC032851
LDECv5g05524	TC032848
LDECv5g05528	TC032847
LDECv5g05529	TC032846
LDECv5g05530	TC032845
LDECv5g05531	TC032843
LDECv5g05532	TC008209
LDECv5g05533	TC007261
LDECv5g05535	TC008208
LDECv5g05536	TC007262
LDECv5g05539	TC007263
LDECv5g05543	TC007266
LDECv5g05545	TC008206
LDECv5g05546	TC007272
LDECv5g05547	TC007270
LDECv5g05550	TC008514
LDECv5g05551	TC008509
LDECv5g05552	TC010960
LDECv5g05555	TC007106
LDECv5g05556	TC007562
LDECv5g05557	TC008296
LDECv5g05558	TC007174
LDECv5g05559	TC007434
LDECv5g05560	TC007578
LDECv5g05561	TC007583
LDECv5g05565	TC007145
LDECv5g05570	TC007304
LDECv5g05572	TC032794
LDECv5g05573	TC007793
LDECv5g05574	TC007999
LDECv5g05575	TC013895
LDECv5g05576	TC004582
LDECv5g05577	TC008329
LDECv5g05583	TC008062
LDECv5g05589	TC007441
LDECv5g05603	TC032865
LDECv5g05605	TC008405
LDECv5g05620	TC007251
LDECv5g05623	TC007282
LDECv5g05624	TC008201
LDECv5g05629	TC008014
LDECv5g05630	TC007125
LDECv5g05631	TC008489
LDECv5g05632	TC008091
LDECv5g05633	TC007407
LDECv5g05634	TC008090
LDECv5g05636	TC008086
LDECv5g05638	TC000074
LDECv5g05645	TC007419
LDECv5g05646	TC007420
LDECv5g05647	TC008078
LDECv5g05648	TC007421
LDECv5g05649	TC008338
LDECv5g05650	TC008454
LDECv5g05651	TC007470
LDECv5g05652	TC015400
LDECv5g05653	TC007130
LDECv5g05654	TC007529
LDECv5g05655	TC007348
LDECv5g05656	TC034658
LDECv5g05657	TC008430
LDECv5g05658	TC007276
LDECv5g05666	TC007377
LDECv5g05667	TC007034
LDECv5g05689	TC007716
LDECv5g05690	TC008043
LDECv5g05691	TC007042
LDECv5g05692	TC007383
LDECv5g05693	TC008121
LDECv5g05694	TC032816
LDECv5g05696	TC008120
LDECv5g05697	TC007635
LDECv5g05698	TC003154
LDECv5g05701	TC007636
LDECv5g05702	TC007870
LDECv5g05704	TC007970
LDECv5g05705	TC007972
LDECv5g05707	TC008371
LDECv5g05708	TC007111
LDECv5g05709	TC013372
LDECv5g05710	TC008274
LDECv5g05711	TC007198
LDECv5g05712	TC032066
LDECv5g05715	TC008276
LDECv5g05716	TC008275
LDECv5g05720	TC030103
LDECv5g05728	TC007055
LDECv5g05736	TC008070
LDECv5g05747	TC007431
LDECv5g05749	TC007430
LDECv5g05755	TC007427
LDECv5g05759	TC007424
LDECv5g05760	TC008077
LDECv5g05761	TC007423
LDECv5g05762	TC008059
LDECv5g05763	TC007442
LDECv5g05765	TC008060
LDECv5g05766	TC007091
LDECv5g05768	TC007092
LDECv5g05769	TC032946
LDECv5g05770	TC008390
LDECv5g05773	TC032948
LDECv5g05776	TC032947
LDECv5g05777	TC011331
LDECv5g05778	TC007093
LDECv5g05779	TC008389
LDECv5g05780	TC008388
LDECv5g05781	TC007094
LDECv5g05782	TC007913
LDECv5g05791	TC007824
LDECv5g05792	TC008343
LDECv5g05793	TC007705
LDECv5g05796	TC012410
LDECv5g05797	TC007706
LDECv5g05799	TC007785
LDECv5g05800	TC008069
LDECv5g05806	TC007141
LDECv5g05815	TC007340
LDECv5g05824	TC008184
LDECv5g05825	TC008182
LDECv5g05827	TC007325
LDECv5g05829	TC007659
LDECv5g05830	TC008304
LDECv5g05831	TC008186
LDECv5g05832	TC007307
LDECv5g05833	TC008187
LDECv5g05834	TC007306
LDECv5g05836	TC007403
LDECv5g05838	TC007492
LDECv5g05839	TC007491
LDECv5g05841	TC008003
LDECv5g05852	TC008293
LDECv5g05854	TC007691
LDECv5g05855	TC002918
LDECv5g05856	TC008488
LDECv5g05857	TC007692
LDECv5g05859	TC032734
LDECv5g05860	TC032716
LDECv5g05861	TC007394
LDECv5g05862	TC007393
LDECv5g05864	TC000607
LDECv5g05870	TC007514
LDECv5g05871	TC007512
LDECv5g05872	TC007513
LDECv5g05874	TC007385
LDECv5g05875	TC008118
LDECv5g05876	TC008117
LDECv5g05877	TC008022
LDECv5g05878	TC007889
LDECv5g05879	TC007616
LDECv5g05880	TC007891
LDECv5g05881	TC007615
LDECv5g05882	TC007613
LDECv5g05883	TC007614
LDECv5g05884	TC007892
LDECv5g05885	TC007968
LDECv5g05886	TC030569
LDECv5g05887	TC007511
LDECv5g05888	TC007768
LDECv5g05889	TC007560
LDECv5g05893	TC032732
LDECv5g05894	TC007943
LDECv5g05895	TC007036
LDECv5g05896	TC008478
LDECv5g05898	TC008477
LDECv5g05899	TC007037
LDECv5g05900	TC007976
LDECv5g05909	TC007822
LDECv5g05911	TC008177
LDECv5g05912	TC004829
LDECv5g05913	TC007679
LDECv5g05916	TC008221
LDECv5g05917	TC007678
LDECv5g05919	TC007081
LDECv5g05921	TC007082
LDECv5g05926	TC008410
LDECv5g05927	TC008409
LDECv5g05928	TC008408
LDECv5g05929	TC008407
LDECv5g05930	TC008331
LDECv5g05931	TC007149
LDECv5g05935	TC007135
LDECv5g05936	TC007132
LDECv5g05938	TC007931
LDECv5g05939	TC007574
LDECv5g05940	TC007572
LDECv5g05941	TC007099
LDECv5g05942	TC008382
LDECv5g05943	TC007101
LDECv5g05944	TC008381
LDECv5g05945	TC001907
LDECv5g05946	TC007628
LDECv5g05947	TC032758
LDECv5g05948	TC032757
LDECv5g05949	TC007629
LDECv5g05950	TC001437
LDECv5g05951	TC007925
LDECv5g05952	TC007926
LDECv5g05953	TC007214
LDECv5g05954	TC007076
LDECv5g05955	TC032940
LDECv5g05956	TC008260
LDECv5g05961	TC006363
LDECv5g05965	TC007344
LDECv5g05966	TC007193
LDECv5g05967	TC008282
LDECv5g05971	TC008417
LDECv5g05976	TC008422
LDECv5g05977	TC007079
LDECv5g05983	TC008423
LDECv5g05984	TC007331
LDECv5g05985	TC008172
LDECv5g05986	TC007332
LDECv5g05987	TC030546
LDECv5g05988	TC032828
LDECv5g05989	TC007337
LDECv5g05990	TC008164
LDECv5g05992	TC008165
LDECv5g05993	TC008166
LDECv5g05994	TC007335
LDECv5g05998	TC008169
LDECv5g05999	TC008170
LDECv5g06001	TC007333
LDECv5g06003	TC032829
LDECv5g06004	TC007308
LDECv5g06005	TC001393
LDECv5g06010	TC008298
LDECv5g06011	TC007172
LDECv5g06012	TC007569
LDECv5g06013	TC007171
LDECv5g06016	TC007935
LDECv5g06017	TC004243
LDECv5g06018	TC007964
LDECv5g06021	TC007753
LDECv5g06022	TC007532
LDECv5g06024	TC034642
LDECv5g06025	TC008217
LDECv5g06026	TC008415
LDECv5g06028	TC008057
LDECv5g06030	TC008058
LDECv5g06037	TC007444
LDECv5g06039	TC008100
LDECv5g06040	TC007435
LDECv5g06041	TC008045
LDECv5g06042	TC007534
LDECv5g06043	TC007743
LDECv5g06046	TC007143
LDECv5g06047	TC007454
LDECv5g06049	TC007790
LDECv5g06051	TC007486
LDECv5g06053	TC008012
LDECv5g06054	TC032797
LDECv5g06056	TC007480
LDECv5g06059	TC007590
LDECv5g06074	TC015182
LDECv5g06075	TC007154
LDECv5g06078	TC007155
LDECv5g06087	TC007873
LDECv5g06088	TC009410
LDECv5g06089	TC007565
LDECv5g06090	TC008153
LDECv5g06092	TC007564
LDECv5g06093	TC007938
LDECv5g06094	TC031335
LDECv5g06097	TC015257
LDECv5g06098	TC011419
LDECv5g06099	TC015464
LDECv5g06100	TC015461
LDECv5g06101	TC015260
LDECv5g06102	TC015462
LDECv5g06104	TC015460
LDECv5g06106	TC010896
LDECv5g06107	TC004978
LDECv5g06109	TC011255
LDECv5g06110	TC011254
LDECv5g06111	TC004469
LDECv5g06112	TC004920
LDECv5g06113	TC009422
LDECv5g06117	TC011144
LDECv5g06118	TC011346
LDECv5g06119	TC008565
LDECv5g06125	TC010995
LDECv5g06126	TC034251
LDECv5g06131	TC010997
LDECv5g06132	TC032014
LDECv5g06134	TC004898
LDECv5g06138	TC032013
LDECv5g06144	TC004895
LDECv5g06146	TC004901
LDECv5g06149	TC000997
LDECv5g06151	TC002331
LDECv5g06152	TC011003
LDECv5g06153	TC011327
LDECv5g06154	TC000533
LDECv5g06155	TC011161
LDECv5g06156	TC000534
LDECv5g06157	TC014181
LDECv5g06158	TC001041
LDECv5g06159	TC000468
LDECv5g06160	TC001098
LDECv5g06161	TC000469
LDECv5g06162	TC001097
LDECv5g06163	TC011010
LDECv5g06164	TC001094
LDECv5g06166	TC000475
LDECv5g06167	TC000474
LDECv5g06171	TC000470
LDECv5g06174	TC014198
LDECv5g06176	TC004394
LDECv5g06177	TC004358
LDECv5g06178	TC004396
LDECv5g06179	TC030776
LDECv5g06195	TC004474
LDECv5g06199	TC004472
LDECv5g06200	TC004909
LDECv5g06201	TC004918
LDECv5g06202	TC004470
LDECv5g06203	TC004915
LDECv5g06209	TC004914
LDECv5g06208	TC004911
LDECv5g06210	TC004910
LDECv5g06211	TC004468
LDECv5g06212	TC000617
LDECv5g06213	TC004388
LDECv5g06214	TC011230
LDECv5g06215	TC011231
LDECv5g06216	TC011256
LDECv5g06218	TC001031
LDECv5g06219	TC001251
LDECv5g06220	TC001250
LDECv5g06223	TC004938
LDECv5g06224	TC032067
LDECv5g06227	TC000739
LDECv5g06230	TC007661
LDECv5g06231	TC007905
LDECv5g06234	TC001171
LDECv5g06235	TC000380
LDECv5g06237	TC001170
LDECv5g06238	TC000382
LDECv5g06240	TC011309
LDECv5g06241	TC006900
LDECv5g06242	TC011344
LDECv5g06243	TC000953
LDECv5g06244	TC009558
LDECv5g06252	TC032225
LDECv5g06253	TC011184
LDECv5g06258	TC011379
LDECv5g06259	TC004378
LDECv5g06260	TC004376
LDECv5g06263	TC001384
LDECv5g06266	TC000326
LDECv5g06269	TC000328
LDECv5g06270	TC001230
LDECv5g06272	TC004375
LDECv5g06274	TC011020
LDECv5g06275	TC011021
LDECv5g06276	TC006560
LDECv5g06278	TC011125
LDECv5g06279	TC000832
LDECv5g06280	TC032143
LDECv5g06282	TC032144
LDECv5g06285	TC032131
LDECv5g06289	TC000577
LDECv5g06292	TC001226
LDECv5g06293	TC001228
LDECv5g06294	TC000334
LDECv5g06295	TC000333
LDECv5g06296	TC001227
LDECv5g06297	TC001073
LDECv5g06299	TC032159
LDECv5g06300	TC032160
LDECv5g06301	TC008587
LDECv5g06302	TC004556
LDECv5g06303	TC011047
LDECv5g06304	TC011437
LDECv5g06308	TC004120
LDECv5g06310	TC011241
LDECv5g06311	TC000379
LDECv5g06312	TC008151
LDECv5g06313	TC007114
LDECv5g06314	TC008320
LDECv5g06315	TC007992
LDECv5g06318	TC004833
LDECv5g06321	TC007831
LDECv5g06322	TC007206
LDECv5g06323	TC007602
LDECv5g06325	TC007497
LDECv5g06327	TC008067
LDECv5g06331	TC000954
LDECv5g06332	TC001032
LDECv5g06333	TC012083
LDECv5g06334	TC011315
LDECv5g06340	TC011080
LDECv5g06341	TC004467
LDECv5g06343	TC000855
LDECv5g06356	TC000849
LDECv5g06371	TC003653
LDECv5g06379	TC000315
LDECv5g06384	TC000961
LDECv5g06391	TC000835
LDECv5g06393	TC000177
LDECv5g06394	TC000844
LDECv5g06395	TC031044
LDECv5g06396	TC007151
LDECv5g06397	TC013754
LDECv5g06403	TC007209
LDECv5g06406	TC030991
LDECv5g06408	TC000711
LDECv5g06409	TC000856
LDECv5g06410	TC032082
LDECv5g06413	TC000708
LDECv5g06415	TC000847
LDECv5g06416	TC005003
LDECv5g06417	TC008958
LDECv5g06420	TC032194
LDECv5g06422	TC016122
LDECv5g06424	TC000195
LDECv5g06429	TC032021
LDECv5g06430	TC004371
LDECv5g06431	TC000256
LDECv5g06432	TC004370
LDECv5g06440	TC011460
LDECv5g06441	TC011023
LDECv5g06442	TC011022
LDECv5g06443	TC011472
LDECv5g06445	TC007685
LDECv5g06446	TC032737
LDECv5g06449	TC007687
LDECv5g06450	TC032736
LDECv5g06452	TC007806
LDECv5g06453	TC004921
LDECv5g06456	TC007473
LDECv5g06458	TC008532
LDECv5g06459	TC008355
LDECv5g06460	TC007346
LDECv5g06461	TC032759
LDECv5g06462	TC007875
LDECv5g06465	TC008154
LDECv5g06466	TC031099
LDECv5g06467	TC007345
LDECv5g06468	TC007813
LDECv5g06469	TC007680
LDECv5g06483	TC008466
LDECv5g06484	TC007585
LDECv5g06486	TC008465
LDECv5g06488	TC032916
LDECv5g06495	TC008460
LDECv5g06498	TC014551
LDECv5g06499	TC007876
LDECv5g06500	TC011050
LDECv5g06501	TC011233
LDECv5g06502	TC011294
LDECv5g06504	TC000182
LDECv5g06505	TC032268
LDECv5g06506	TC016112
LDECv5g06507	TC006274
LDECv5g06508	TC011451
LDECv5g06509	TC000548
LDECv5g06510	TC016125
LDECv5g06511	TC011377
LDECv5g06516	TC004379
LDECv5g06517	TC004374
LDECv5g06518	TC031314
LDECv5g06519	TC011304
LDECv5g06520	TC011190
LDECv5g06521	TC011302
LDECv5g06522	TC011042
LDECv5g06524	TC014699
LDECv5g06527	TC011191
LDECv5g06529	TC030553
LDECv5g06530	TC010999
LDECv5g06531	TC002333
LDECv5g06532	TC015264
LDECv5g06536	TC005191
LDECv5g06538	TC015261
LDECv5g06542	TC000331
LDECv5g06544	TC007940
LDECv5g06545	TC004132
LDECv5g06546	TC001263
LDECv5g06555	TC000174
LDECv5g06560	TC031960
LDECv5g06563	TC000707
LDECv5g06565	TC000706
LDECv5g06570	TC015170
LDECv5g06574	TC032117
LDECv5g06575	TC004420
LDECv5g06577	TC000634
LDECv5g06578	TC011290
LDECv5g06579	TC032118
LDECv5g06580	TC011004
LDECv5g06583	TC031632
LDECv5g06584	TC000385
LDECv5g06590	TC000575
LDECv5g06598	TC000986
LDECv5g06600	TC001026
LDECv5g06601	TC001027
LDECv5g06603	TC000831
LDECv5g06605	TC011353
LDECv5g06609	TC000377
LDECv5g06610	TC001173
LDECv5g06612	TC008365
LDECv5g06613	TC008222
LDECv5g06614	TC001256
LDECv5g06615	TC016197
LDECv5g06616	TC016231
LDECv5g06618	TC007954
LDECv5g06621	TC016196
LDECv5g06624	TC033910
LDECv5g06628	TC031415
LDECv5g06631	TC016192
LDECv5g06634	TC011045
LDECv5g06640	TC004397
LDECv5g06641	TC000963
LDECv5g06642	TC034901
LDECv5g06643	TC011031
LDECv5g06644	TC000388
LDECv5g06645	TC001253
LDECv5g06647	TC000178
LDECv5g06649	TC030006
LDECv5g06650	TC007934
LDECv5g06651	TC008319
LDECv5g06654	TC008372
LDECv5g06655	TC015834
LDECv5g06658	TC007717
LDECv5g06659	TC007458
LDECv5g06663	TC007466
LDECv5g06664	TC008380
LDECv5g06667	TC008266
LDECv5g06668	TC003717
LDECv5g06669	TC007966
LDECv5g06670	TC007510
LDECv5g06671	TC007718
LDECv5g06672	TC007681
LDECv5g06673	TC007147
LDECv5g06677	TC008451
LDECv5g06679	TC008265
LDECv5g06681	TC009374
LDECv5g06687	TC011237
LDECv5g06688	TC011160
LDECv5g06691	TC031333
LDECv5g06692	TC008188
LDECv5g06697	TC032129
LDECv5g06706	TC000582
LDECv5g06711	TC032801
LDECv5g06712	TC007086
LDECv5g06713	TC007723
