Ldecemlineata	Dmelanogaster
LDECv5g00251	FBgn0031633
LDECv5g00252	FBgn0000283
LDECv5g00264	FBgn0031632
LDECv5g00269	FBgn0086695
LDECv5g00276	FBgn0021944
LDECv5g00278	FBgn0034451
LDECv5g00279	FBgn0036979
LDECv5g00283	FBgn0034938
LDECv5g00288	FBgn0033413
LDECv5g00290	FBgn0035521
LDECv5g00291	FBgn0027082
LDECv5g00294	FBgn0261109
LDECv5g00303	FBgn0032290
LDECv5g00304	FBgn0002917
LDECv5g00305	FBgn0002878
LDECv5g00311	FBgn0087005
LDECv5g00321	FBgn0039116
LDECv5g00333	FBgn0267385
LDECv5g00350	FBgn0002775
LDECv5g00353	FBgn0262123
LDECv5g00354	FBgn0015381
LDECv5g00360	FBgn0011566
LDECv5g00365	FBgn0260944
LDECv5g00368	FBgn0266917
LDECv5g00373	FBgn0037146
LDECv5g00379	FBgn0051547
LDECv5g00381	FBgn0259227
LDECv5g00408	FBgn0038405
LDECv5g00422	FBgn0039156
LDECv5g00424	FBgn0030692
LDECv5g00437	FBgn0036892
LDECv5g00450	FBgn0039479
LDECv5g00459	FBgn0011785
LDECv5g00474	FBgn0050197
LDECv5g00482	FBgn0029718
LDECv5g00489	FBgn0266347
LDECv5g00506	FBgn0003044
LDECv5g00513	FBgn0033973
LDECv5g00522	FBgn0083953
LDECv5g00525	FBgn0037087
LDECv5g00541	FBgn0037657
LDECv5g00552	FBgn0261387
LDECv5g00565	FBgn0031107
LDECv5g00572	FBgn0020513
LDECv5g00580	FBgn0031093
LDECv5g00587	FBgn0038388
LDECv5g00636	FBgn0038569
LDECv5g00638	FBgn0033900
LDECv5g00639	FBgn0010591
LDECv5g00646	FBgn0261284
LDECv5g00656	FBgn0035475
LDECv5g00660	FBgn0036614
LDECv5g00680	FBgn0031097
LDECv5g00685	FBgn0037688
LDECv5g00687	FBgn0028670
LDECv5g00694	FBgn0039149
LDECv5g00728	FBgn0003444
LDECv5g00729	FBgn0283658
LDECv5g00748	FBgn0250862
LDECv5g00751	FBgn0261524
LDECv5g00782	FBgn0033716
LDECv5g00784	FBgn0034442
LDECv5g00794	FBgn0033677
LDECv5g00799	FBgn0034086
LDECv5g00805	FBgn0030801
LDECv5g00806	FBgn0030802
LDECv5g00811	FBgn0032506
LDECv5g00827	FBgn0035228
LDECv5g00839	FBgn0034237
LDECv5g00841	FBgn0034534
LDECv5g00842	FBgn0028707
LDECv5g00844	FBgn0033628
LDECv5g00865	FBgn0015379
LDECv5g00878	FBgn0066303
LDECv5g00879	FBgn0066304
LDECv5g00890	FBgn0036446
LDECv5g00906	FBgn0261112
LDECv5g00907	FBgn0032160
LDECv5g00918	FBgn0033158
LDECv5g00944	FBgn0035258
LDECv5g00947	FBgn0029980
LDECv5g00948	FBgn0027779
LDECv5g00962	FBgn0027616
LDECv5g00969	FBgn0013325
LDECv5g00982	FBgn0030878
LDECv5g00983	FBgn0031544
LDECv5g00990	FBgn0032001
LDECv5g00991	FBgn0034918
LDECv5g00997	FBgn0035833
LDECv5g01002	FBgn0283659
LDECv5g01004	FBgn0010213
LDECv5g01006	FBgn0034481
LDECv5g01010	FBgn0043002
LDECv5g01014	FBgn0031490
LDECv5g01029	FBgn0050290
LDECv5g01053	FBgn0040732
LDECv5g01054	FBgn0034876
LDECv5g01065	FBgn0038676
LDECv5g01081	FBgn0033608
LDECv5g01089	FBgn0001961
LDECv5g01101	FBgn0010414
LDECv5g01105	FBgn0036121
LDECv5g01106	FBgn0039859
LDECv5g01124	FBgn0036386
LDECv5g01135	FBgn0037874
LDECv5g01152	FBgn0036448
LDECv5g01167	FBgn0032725
LDECv5g01176	FBgn0031975
LDECv5g01182	FBgn0031457
LDECv5g01183	FBgn0002183
LDECv5g01186	FBgn0033672
LDECv5g01187	FBgn0038771
LDECv5g01195	FBgn0002936
LDECv5g01203	FBgn0030310
LDECv5g01211	FBgn0020294
LDECv5g01215	FBgn0035379
LDECv5g01216	FBgn0010350
LDECv5g01217	FBgn0035983
LDECv5g01219	FBgn0263601
LDECv5g01293	FBgn0287225
LDECv5g01300	FBgn0264744
LDECv5g01302	FBgn0033918
LDECv5g01319	FBgn0031361
LDECv5g01330	FBgn0002431
LDECv5g01331	FBgn0265082
LDECv5g01356	FBgn0032880
LDECv5g01370	FBgn0035050
LDECv5g01371	FBgn0086253
LDECv5g01394	FBgn0038586
LDECv5g01401	FBgn0004837
LDECv5g01402	FBgn0002887
LDECv5g01404	FBgn0025809
LDECv5g01408	FBgn0011692
LDECv5g01410	FBgn0261599
LDECv5g01412	FBgn0013753
LDECv5g01418	FBgn0003975
LDECv5g01422	FBgn0286070
LDECv5g01424	FBgn0015925
LDECv5g01428	FBgn0032612
LDECv5g01436	FBgn0051612
LDECv5g01449	FBgn0033570
LDECv5g01480	FBgn0035021
LDECv5g01482	FBgn0034136
LDECv5g01483	FBgn0036096
LDECv5g01487	FBgn0289579
LDECv5g01500	FBgn0000527
LDECv5g01530	FBgn0010383
LDECv5g01531	FBgn0030640
LDECv5g01535	FBgn0020497
LDECv5g01536	FBgn0031700
LDECv5g01537	FBgn0037779
LDECv5g01547	FBgn0031266
LDECv5g01571	FBgn0033389
LDECv5g01575	FBgn0086694
LDECv5g01583	FBgn0003996
LDECv5g01584	FBgn0003515
LDECv5g01597	FBgn0035232
LDECv5g01603	FBgn0031596
LDECv5g01640	FBgn0005585
LDECv5g01642	FBgn0035435
LDECv5g01643	FBgn0024993
LDECv5g01645	FBgn0032846
LDECv5g01647	FBgn0033087
LDECv5g01674	FBgn0032042
LDECv5g01675	FBgn0025463
LDECv5g01690	FBgn0034366
LDECv5g01701	FBgn0010423
LDECv5g01713	FBgn0011836
LDECv5g01743	FBgn0035714
LDECv5g01762	FBgn0001989
LDECv5g01763	FBgn0260857
LDECv5g01776	FBgn0037202
LDECv5g01778	FBgn0287182
LDECv5g01787	FBgn0033092
LDECv5g01806	FBgn0259200
LDECv5g01830	FBgn0028484
LDECv5g01846	FBgn0024556
LDECv5g01857	FBgn0036761
LDECv5g01867	FBgn0026372
LDECv5g01885	FBgn0037383
LDECv5g01890	FBgn0033089
LDECv5g01894	FBgn0032289
LDECv5g01898	FBgn0029594
LDECv5g01905	FBgn0031145
LDECv5g01911	FBgn0024222
LDECv5g01918	FBgn0013348
LDECv5g01925	FBgn0031268
LDECv5g01950	FBgn0023519
LDECv5g01965	FBgn0053110
LDECv5g01975	FBgn0001168
LDECv5g01985	FBgn0038870
LDECv5g01988	FBgn0004583
LDECv5g01991	FBgn0040038
LDECv5g02012	FBgn0051121
LDECv5g02023	FBgn0015286
LDECv5g02026	FBgn0010926
LDECv5g02027	FBgn0037242
LDECv5g02051	FBgn0031287
LDECv5g02056	FBgn0027518
LDECv5g02060	FBgn0034921
LDECv5g02063	FBgn0022023
LDECv5g02067	FBgn0002573
LDECv5g02071	FBgn0038302
LDECv5g02079	FBgn0086693
LDECv5g02086	FBgn0033021
LDECv5g02087	FBgn0050441
LDECv5g02095	FBgn0038428
LDECv5g02098	FBgn0033017
LDECv5g02103	FBgn0034793
LDECv5g02107	FBgn0017457
LDECv5g02171	FBgn0259718
LDECv5g02185	FBgn0035626
LDECv5g02193	FBgn0010282
LDECv5g02195	FBgn0005654
LDECv5g02224	FBgn0036336
LDECv5g02225	FBgn0020388
LDECv5g02233	FBgn0263930
LDECv5g02247	FBgn0052668
LDECv5g02248	FBgn0033661
LDECv5g02256	FBgn0033735
LDECv5g02279	FBgn0035134
LDECv5g02283	FBgn0029708
LDECv5g02305	FBgn0036031
LDECv5g02309	FBgn0052672
LDECv5g02313	FBgn0040077
LDECv5g02318	FBgn0034435
LDECv5g02328	FBgn0030474
LDECv5g02329	FBgn0003559
LDECv5g02333	FBgn0058006
LDECv5g02340	FBgn0052022
LDECv5g02359	FBgn0025712
LDECv5g02371	FBgn0035244
LDECv5g02377	FBgn0015793
LDECv5g02378	FBgn0035865
LDECv5g02382	FBgn0039117
LDECv5g02396	FBgn0003227
LDECv5g02412	FBgn0024912
LDECv5g02413	FBgn0001965
LDECv5g02420	FBgn0037162
LDECv5g02426	FBgn0284246
LDECv5g02470	FBgn0034937
LDECv5g02475	FBgn0037544
LDECv5g02489	FBgn0030592
LDECv5g02494	FBgn0030588
LDECv5g02509	FBgn0031317
LDECv5g02513	FBgn0037917
LDECv5g02514	FBgn0033653
LDECv5g02517	FBgn0030100
LDECv5g02527	FBgn0025686
LDECv5g02531	FBgn0023534
LDECv5g02546	FBgn0035281
LDECv5g02572	FBgn0015522
LDECv5g02574	FBgn0030067
LDECv5g02598	FBgn0053198
LDECv5g02606	FBgn0037543
LDECv5g02607	FBgn0026143
LDECv5g02609	FBgn0029709
LDECv5g02612	FBgn0029942
LDECv5g02632	FBgn0035440
LDECv5g02643	FBgn0283438
LDECv5g02644	FBgn0053170
LDECv5g02645	FBgn0037199
LDECv5g02650	FBgn0286222
LDECv5g02663	FBgn0051075
LDECv5g02666	FBgn0030122
LDECv5g02675	FBgn0004897
LDECv5g02678	FBgn0031981
LDECv5g02695	FBgn0032682
LDECv5g02703	FBgn0031971
LDECv5g02706	FBgn0290418
LDECv5g02708	FBgn0287585
LDECv5g02709	FBgn0032246
LDECv5g02749	FBgn0032077
LDECv5g02755	FBgn0031060
LDECv5g02761	FBgn0028894
LDECv5g02762	FBgn0031458
LDECv5g02783	FBgn0032221
LDECv5g02798	FBgn0013810
LDECv5g02821	FBgn0037153
LDECv5g02827	FBgn0004552
LDECv5g02829	FBgn0036819
LDECv5g02834	FBgn0034869
LDECv5g02849	FBgn0035155
LDECv5g02851	FBgn0039408
LDECv5g02857	FBgn0031098
LDECv5g02866	FBgn0052506
LDECv5g02869	FBgn0052533
LDECv5g02874	FBgn0039718
LDECv5g02877	FBgn0038828
LDECv5g02881	FBgn0038309
LDECv5g02904	FBgn0029858
LDECv5g02914	FBgn0290109
LDECv5g02932	FBgn0001255
LDECv5g02936	FBgn0038369
LDECv5g02954	FBgn0031764
LDECv5g02985	FBgn0037713
LDECv5g02993	FBgn0013726
LDECv5g03001	FBgn0035235
LDECv5g03003	FBgn0287696
LDECv5g03007	FBgn0029167
LDECv5g03019	FBgn0030616
LDECv5g03023	FBgn0036849
LDECv5g03027	FBgn0036299
LDECv5g03030	FBgn0036850
LDECv5g03031	FBgn0038922
LDECv5g03032	FBgn0003310
LDECv5g03034	FBgn0260648
LDECv5g03051	FBgn0030058
LDECv5g03144	FBgn0035540
LDECv5g03154	FBgn0030600
LDECv5g03183	FBgn0039184
LDECv5g03208	FBgn0035942
LDECv5g03214	FBgn0052183
LDECv5g03222	FBgn0035254
LDECv5g03229	FBgn0036928
LDECv5g03230	FBgn0036918
LDECv5g03234	FBgn0283531
LDECv5g03236	FBgn0027055
LDECv5g03237	FBgn0035436
LDECv5g03241	FBgn0037712
LDECv5g03242	FBgn0283427
LDECv5g03251	FBgn0033769
LDECv5g03252	FBgn0039420
LDECv5g03256	FBgn0033240
LDECv5g03257	FBgn0026702
LDECv5g03270	FBgn0037241
LDECv5g03278	FBgn0030026
LDECv5g03293	FBgn0030853
LDECv5g03297	FBgn0005695
LDECv5g03302	FBgn0023521
LDECv5g03303	FBgn0033265
LDECv5g03309	FBgn0036236
LDECv5g03314	FBgn0030456
LDECv5g03329	FBgn0032924
LDECv5g03330	FBgn0029958
LDECv5g03333	FBgn0283469
LDECv5g03337	FBgn0031777
LDECv5g03351	FBgn0027844
LDECv5g03360	FBgn0010329
LDECv5g03391	FBgn0036725
LDECv5g03395	FBgn0034083
LDECv5g03397	FBgn0029681
LDECv5g03398	FBgn0264855
LDECv5g03399	FBgn0034432
LDECv5g03401	FBgn0039915
LDECv5g03402	FBgn0039937
LDECv5g03414	FBgn0041588
LDECv5g03435	FBgn0032191
LDECv5g03445	FBgn0036780
LDECv5g03448	FBgn0020300
LDECv5g03457	FBgn0033692
LDECv5g03466	FBgn0000180
LDECv5g03472	FBgn0029118
LDECv5g03482	FBgn0019830
LDECv5g03490	FBgn0033391
LDECv5g03493	FBgn0003651
LDECv5g03504	FBgn0038855
LDECv5g03514	FBgn0024909
LDECv5g03515	FBgn0035504
LDECv5g03516	FBgn0035505
LDECv5g03518	FBgn0003710
LDECv5g03522	FBgn0037315
LDECv5g03524	FBgn0051973
LDECv5g03546	FBgn0025678
LDECv5g03551	FBgn0260655
LDECv5g03573	FBgn0033766
LDECv5g03575	FBgn0041191
LDECv5g03577	FBgn0283509
LDECv5g03579	FBgn0000038
LDECv5g03597	FBgn0038948
LDECv5g03598	FBgn0033260
LDECv5g03610	FBgn0051999
LDECv5g03614	FBgn0003892
LDECv5g03662	FBgn0034572
LDECv5g03746	FBgn0032230
LDECv5g03766	FBgn0086359
LDECv5g03768	FBgn0289933
LDECv5g03769	FBgn0039339
LDECv5g03791	FBgn0283494
LDECv5g03833	FBgn0031877
LDECv5g03838	FBgn0030891
LDECv5g03847	FBgn0051221
LDECv5g03860	FBgn0083967
LDECv5g03868	FBgn0002283
LDECv5g03875	FBgn0002924
LDECv5g03886	FBgn0037240
LDECv5g03892	FBgn0051460
LDECv5g03900	FBgn0267428
LDECv5g03905	FBgn0029088
LDECv5g03906	FBgn0030559
LDECv5g03910	FBgn0265178
LDECv5g03912	FBgn0003486
LDECv5g03919	FBgn0011770
LDECv5g03928	FBgn0261445
LDECv5g03937	FBgn0025740
LDECv5g03952	FBgn0038100
LDECv5g03954	FBgn0032209
LDECv5g03967	FBgn0035480
LDECv5g03969	FBgn0041248
LDECv5g03973	FBgn0024245
LDECv5g03976	FBgn0011236
LDECv5g03978	FBgn0033426
LDECv5g03989	FBgn0038545
LDECv5g03990	FBgn0002783
LDECv5g03999	FBgn0033483
LDECv5g04020	FBgn0037374
LDECv5g04021	FBgn0033028
LDECv5g04034	FBgn0011653
LDECv5g04035	FBgn0025741
LDECv5g04041	FBgn0020764
LDECv5g04048	FBgn0037766
LDECv5g04054	FBgn0034982
LDECv5g04059	FBgn0038596
LDECv5g04094	FBgn0035371
LDECv5g04099	FBgn0033259
LDECv5g04101	FBgn0031217
LDECv5g04103	FBgn0262515
LDECv5g04112	FBgn0029849
LDECv5g04128	FBgn0029756
LDECv5g04129	FBgn0027568
LDECv5g04147	FBgn0030507
LDECv5g04162	FBgn0051159
LDECv5g04165	FBgn0000120
LDECv5g04167	FBgn0263979
LDECv5g04172	FBgn0283652
LDECv5g04175	FBgn0029514
LDECv5g04179	FBgn0037328
LDECv5g04238	FBgn0035091
LDECv5g04245	FBgn0039730
LDECv5g04251	FBgn0038686
LDECv5g04263	FBgn0264672
LDECv5g04270	FBgn0034142
LDECv5g04276	FBgn0030648
LDECv5g04278	FBgn0037902
LDECv5g04288	FBgn0038540
LDECv5g04290	FBgn0004856
LDECv5g04292	FBgn0032298
LDECv5g04304	FBgn0028978
LDECv5g04305	FBgn0031771
LDECv5g04315	FBgn0035526
LDECv5g04349	FBgn0053002
LDECv5g04359	FBgn0002521
LDECv5g04368	FBgn0030996
LDECv5g04376	FBgn0037943
LDECv5g04391	FBgn0010516
LDECv5g04418	FBgn0011737
LDECv5g04419	FBgn0039923
LDECv5g04420	FBgn0033468
LDECv5g04423	FBgn0029094
LDECv5g04429	FBgn0263005
LDECv5g04442	FBgn0000529
LDECv5g04449	FBgn0038695
LDECv5g04451	FBgn0000562
LDECv5g04459	FBgn0030670
LDECv5g04466	FBgn0035676
LDECv5g04467	FBgn0022768
LDECv5g04489	FBgn0000032
LDECv5g04517	FBgn0045038
LDECv5g04520	FBgn0010417
LDECv5g04522	FBgn0266053
LDECv5g04530	FBgn0038871
LDECv5g04537	FBgn0028429
LDECv5g04549	FBgn0050053
LDECv5g04556	FBgn0004003
LDECv5g04572	FBgn0034517
LDECv5g04577	FBgn0032979
LDECv5g04585	FBgn0037324
LDECv5g04592	FBgn0001112
LDECv5g04598	FBgn0014464
LDECv5g04599	FBgn0023506
LDECv5g04600	FBgn0021767
LDECv5g04604	FBgn0039417
LDECv5g04609	FBgn0040070
LDECv5g04613	FBgn0033031
LDECv5g04622	FBgn0032517
LDECv5g04624	FBgn0038387
LDECv5g04625	FBgn0033100
LDECv5g04629	FBgn0050104
LDECv5g04637	FBgn0011659
LDECv5g04642	FBgn0032407
LDECv5g04660	FBgn0025549
LDECv5g04676	FBgn0243511
LDECv5g04677	FBgn0033033
LDECv5g04683	FBgn0037213
LDECv5g04687	FBgn0086384
LDECv5g04694	FBgn0002922
LDECv5g04705	FBgn0037356
LDECv5g04706	FBgn0017545
LDECv5g04719	FBgn0025807
LDECv5g04720	FBgn0034455
LDECv5g04735	FBgn0028691
LDECv5g04738	FBgn0020626
LDECv5g04743	FBgn0283477
LDECv5g04744	FBgn0031282
LDECv5g04749	FBgn0264561
LDECv5g04752	FBgn0083986
LDECv5g04756	FBgn0031999
LDECv5g04758	FBgn0001233
LDECv5g04763	FBgn0035643
LDECv5g04775	FBgn0036287
LDECv5g04776	FBgn0034641
LDECv5g04777	FBgn0021768
LDECv5g04783	FBgn0032879
LDECv5g04797	FBgn0266346
LDECv5g04805	FBgn0032848
LDECv5g04806	FBgn0029814
LDECv5g04834	FBgn0031945
LDECv5g04840	FBgn0014455
LDECv5g04861	FBgn0034270
LDECv5g04871	FBgn0031298
LDECv5g04872	FBgn0041100
LDECv5g04879	FBgn0025839
LDECv5g04888	FBgn0032428
LDECv5g04889	FBgn0031344
LDECv5g04892	FBgn0029999
LDECv5g04914	FBgn0032195
LDECv5g04921	FBgn0038425
LDECv5g04928	FBgn0051146
LDECv5g04935	FBgn0003460
LDECv5g04947	FBgn0028479
LDECv5g04949	FBgn0036763
LDECv5g04953	FBgn0037255
LDECv5g04956	FBgn0032378
LDECv5g04974	FBgn0034529
LDECv5g04976	FBgn0040020
LDECv5g04979	FBgn0035140
LDECv5g05013	FBgn0262719
LDECv5g05027	FBgn0031036
LDECv5g05032	FBgn0288846
LDECv5g05034	FBgn0023214
LDECv5g05043	FBgn0038271
LDECv5g05053	FBgn0263200
LDECv5g05057	FBgn0035400
LDECv5g05087	FBgn0039039
LDECv5g05094	FBgn0052544
LDECv5g05114	FBgn0001330
LDECv5g05123	FBgn0000063
LDECv5g05124	FBgn0031913
LDECv5g05149	FBgn0029929
LDECv5g05150	FBgn0031918
LDECv5g05168	FBgn0042134
LDECv5g05169	FBgn0011708
LDECv5g05170	FBgn0264978
LDECv5g05180	FBgn0039702
LDECv5g05192	FBgn0029587
LDECv5g05231	FBgn0034703
LDECv5g05233	FBgn0029711
LDECv5g05236	FBgn0038760
LDECv5g05310	FBgn0027560
LDECv5g05322	FBgn0038057
LDECv5g05353	FBgn0028841
LDECv5g05365	FBgn0004406
LDECv5g05381	FBgn0031304
LDECv5g05400	FBgn0051950
LDECv5g05417	FBgn0024182
LDECv5g05428	FBgn0261016
LDECv5g05438	FBgn0034184
LDECv5g05439	FBgn0027574
LDECv5g05458	FBgn0010621
LDECv5g05459	FBgn0036341
LDECv5g05489	FBgn0029914
LDECv5g05492	FBgn0030941
LDECv5g05558	FBgn0032008
LDECv5g05562	FBgn0025638
LDECv5g05563	FBgn0029976
LDECv5g05567	FBgn0030707
LDECv5g05573	FBgn0023529
LDECv5g05576	FBgn0035951
LDECv5g05589	FBgn0259818
LDECv5g05646	FBgn0032192
LDECv5g05647	FBgn0038306
LDECv5g05656	FBgn0260775
LDECv5g05658	FBgn0028471
LDECv5g05690	FBgn0026403
LDECv5g05701	FBgn0031505
LDECv5g05711	FBgn0050410
LDECv5g05712	FBgn0039799
LDECv5g05728	FBgn0015399
LDECv5g05747	FBgn0020312
LDECv5g05749	FBgn0024361
LDECv5g05759	FBgn0085265
LDECv5g05760	FBgn0039172
LDECv5g05768	FBgn0036773
LDECv5g05779	FBgn0036932
LDECv5g05827	FBgn0034085
LDECv5g05829	FBgn0003950
LDECv5g05839	FBgn0003714
LDECv5g05854	FBgn0039301
LDECv5g05856	FBgn0031051
LDECv5g05877	FBgn0034060
LDECv5g05878	FBgn0038307
LDECv5g05881	FBgn0030655
LDECv5g05884	FBgn0031061
LDECv5g05887	FBgn0030485
LDECv5g05896	FBgn0025336
LDECv5g05907	FBgn0036377
LDECv5g05911	FBgn0262782
LDECv5g05912	FBgn0038811
LDECv5g05927	FBgn0029833
LDECv5g05938	FBgn0030788
LDECv5g05939	FBgn0030789
LDECv5g05940	FBgn0033431
LDECv5g05965	FBgn0026015
LDECv5g05966	FBgn0000404
LDECv5g05984	FBgn0037721
LDECv5g05989	FBgn0029800
LDECv5g05990	FBgn0035425
LDECv5g06005	FBgn0260817
LDECv5g06011	FBgn0031602
LDECv5g06017	FBgn0029838
LDECv5g06030	FBgn0030304
LDECv5g06047	FBgn0085220
LDECv5g06051	FBgn0030246
LDECv5g06052	FBgn0025625
LDECv5g06090	FBgn0031977
LDECv5g06113	FBgn0038166
LDECv5g06131	FBgn0037140
LDECv5g06152	FBgn0013770
LDECv5g06166	FBgn0024732
LDECv5g06171	FBgn0033654
LDECv5g06178	FBgn0015589
LDECv5g06200	FBgn0030806
LDECv5g06212	FBgn0011769
LDECv5g06213	FBgn0011455
LDECv5g06220	FBgn0021847
LDECv5g06223	FBgn0002891
LDECv5g06227	FBgn0038065
LDECv5g06228	FBgn0036575
LDECv5g06234	FBgn0038868
LDECv5g06242	FBgn0031752
LDECv5g06244	FBgn0031820
LDECv5g06253	FBgn0037638
LDECv5g06259	FBgn0027841
LDECv5g06260	FBgn0052707
LDECv5g06266	FBgn0033782
LDECv5g06269	FBgn0086370
LDECv5g06270	FBgn0038407
LDECv5g06277	FBgn0033351
LDECv5g06285	FBgn0031799
LDECv5g06293	FBgn0001296
LDECv5g06296	FBgn0030742
LDECv5g06301	FBgn0039115
LDECv5g06313	FBgn0029937
LDECv5g06314	FBgn0266186
LDECv5g06323	FBgn0065035
LDECv5g06356	FBgn0036184
LDECv5g06371	FBgn0050394
LDECv5g06391	FBgn0267790
LDECv5g06403	FBgn0086768
LDECv5g06404	FBgn0042135
LDECv5g06413	FBgn0039531
LDECv5g06415	FBgn0024329
LDECv5g06423	FBgn0002899
LDECv5g06430	FBgn0266099
LDECv5g06440	FBgn0001325
LDECv5g06442	FBgn0033902
LDECv5g06446	FBgn0083960
LDECv5g06450	FBgn0023537
LDECv5g06459	FBgn0039215
LDECv5g06461	FBgn0052446
LDECv5g06464	FBgn0030669
LDECv5g06466	FBgn0001149
LDECv5g06468	FBgn0029688
LDECv5g06469	FBgn0030218
LDECv5g06495	FBgn0031428
LDECv5g06502	FBgn0030341
LDECv5g06507	FBgn0017590
LDECv5g06511	FBgn0021750
LDECv5g06518	FBgn0010317
LDECv5g06532	FBgn0036856
LDECv5g06542	FBgn0037467
LDECv5g06569	FBgn0034282
LDECv5g06570	FBgn0286508
LDECv5g06575	FBgn0030321
LDECv5g06578	FBgn0262517
LDECv5g06580	FBgn0026309
LDECv5g06598	FBgn0040066
LDECv5g06604	FBgn0038531
LDECv5g06605	FBgn0031312
LDECv5g06610	FBgn0039337
LDECv5g06628	FBgn0004854
LDECv5g06631	FBgn0260446
LDECv5g06640	FBgn0004381
LDECv5g06641	FBgn0024889
LDECv5g06654	FBgn0284253
LDECv5g06655	FBgn0026566
LDECv5g06688	FBgn0000447
LDECv5g06715	FBgn0286781
LDECv5g06720	FBgn0032168
LDECv5g06727	FBgn0030434
LDECv5g06732	FBgn0051961
LDECv5g06734	FBgn0288857
LDECv5g06739	FBgn0004507
LDECv5g06743	FBgn0001994
LDECv5g06745	FBgn0040389
LDECv5g06774	FBgn0051559
LDECv5g06777	FBgn0013972
LDECv5g06778	FBgn0036214
LDECv5g06810	FBgn0001084
LDECv5g06811	FBgn0033607
LDECv5g06817	FBgn0040985
LDECv5g06818	FBgn0010287
LDECv5g06822	FBgn0035993
LDECv5g06860	FBgn0031357
LDECv5g06869	FBgn0030245
LDECv5g06870	FBgn0021875
LDECv5g06879	FBgn0031456
LDECv5g06884	FBgn0031980
LDECv5g06906	FBgn0010398
LDECv5g06911	FBgn0037878
LDECv5g06922	FBgn0036769
LDECv5g06925	FBgn0266570
LDECv5g06957	FBgn0036565
LDECv5g06966	FBgn0029819
LDECv5g06968	FBgn0030518
LDECv5g06986	FBgn0052638
LDECv5g07004	FBgn0031397
LDECv5g07006	FBgn0032860
LDECv5g07009	FBgn0261938
LDECv5g07017	FBgn0261610
LDECv5g07028	FBgn0032249
LDECv5g07038	FBgn0036891
LDECv5g07060	FBgn0027491
LDECv5g07068	FBgn0032707
LDECv5g07070	FBgn0027558
LDECv5g07073	FBgn0032883
LDECv5g07083	FBgn0032341
LDECv5g07094	FBgn0017566
LDECv5g07095	FBgn0028737
LDECv5g07114	FBgn0038420
LDECv5g07118	FBgn0025885
LDECv5g07119	FBgn0014032
LDECv5g07125	FBgn0044511
LDECv5g07131	FBgn0031267
LDECv5g07136	FBgn0085369
LDECv5g07141	FBgn0032731
LDECv5g07142	FBgn0261274
LDECv5g07144	FBgn0027054
LDECv5g07150	FBgn0285952
LDECv5g07155	FBgn0260049
LDECv5g07181	FBgn0040296
LDECv5g07215	FBgn0052251
LDECv5g07221	FBgn0086472
LDECv5g07231	FBgn0037369
LDECv5g07289	FBgn0034753
LDECv5g07291	FBgn0031904
LDECv5g07296	FBgn0016047
LDECv5g07298	FBgn0025373
LDECv5g07350	FBgn0051051
LDECv5g07360	FBgn0052250
LDECv5g07368	FBgn0035026
LDECv5g07372	FBgn0014009
LDECv5g07426	FBgn0010531
LDECv5g07470	FBgn0031713
LDECv5g07477	FBgn0039527
LDECv5g07478	FBgn0036804
LDECv5g07486	FBgn0031497
LDECv5g07487	FBgn0266580
LDECv5g07489	FBgn0027525
LDECv5g07494	FBgn0086657
LDECv5g07497	FBgn0032216
LDECv5g07503	FBgn0036505
LDECv5g07516	FBgn0032582
LDECv5g07519	FBgn0034503
LDECv5g07520	FBgn0034521
LDECv5g07523	FBgn0038576
LDECv5g07524	FBgn0014906
LDECv5g07525	FBgn0034902
LDECv5g07532	FBgn0031816
LDECv5g07537	FBgn0035430
LDECv5g07541	FBgn0035845
LDECv5g07546	FBgn0024509
LDECv5g07548	FBgn0264326
LDECv5g07551	FBgn0040666
LDECv5g07584	FBgn0033528
LDECv5g07590	FBgn0035428
LDECv5g07596	FBgn0262116
LDECv5g07608	FBgn0039141
LDECv5g07610	FBgn0086368
LDECv5g07617	FBgn0039126
LDECv5g07631	FBgn0021995
LDECv5g07634	FBgn0034391
LDECv5g07641	FBgn0050172
LDECv5g07645	FBgn0046114
LDECv5g07646	FBgn0038156
LDECv5g07658	FBgn0260990
LDECv5g07665	FBgn0038788
LDECv5g07685	FBgn0067317
LDECv5g07693	FBgn0032431
LDECv5g07710	FBgn0034585
LDECv5g07714	FBgn0021967
LDECv5g07719	FBgn0260862
LDECv5g07752	FBgn0034299
LDECv5g07754	FBgn0041097
LDECv5g07759	FBgn0030529
LDECv5g07770	FBgn0032261
LDECv5g07772	FBgn0034501
LDECv5g07782	FBgn0035420
LDECv5g07784	FBgn0025621
LDECv5g07792	FBgn0031815
LDECv5g07820	FBgn0003386
LDECv5g07830	FBgn0028436
LDECv5g07831	FBgn0027342
LDECv5g07846	FBgn0051184
LDECv5g07853	FBgn0038805
LDECv5g07867	FBgn0002931
LDECv5g07885	FBgn0030289
LDECv5g07896	FBgn0085224
LDECv5g07897	FBgn0033686
LDECv5g07927	FBgn0037653
LDECv5g07929	FBgn0038806
LDECv5g07933	FBgn0284442
LDECv5g07935	FBgn0033473
LDECv5g07936	FBgn0050499
LDECv5g07941	FBgn0029925
LDECv5g07948	FBgn0037980
LDECv5g07954	FBgn0030354
LDECv5g07966	FBgn0035923
LDECv5g07969	FBgn0053180
LDECv5g07973	FBgn0001220
LDECv5g07990	FBgn0037606
LDECv5g07993	FBgn0086362
